PhraseId	SentenceId	Phrase	Sentiment
68066	3454	an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments	2.0
68070	3454	show Blind Date , only less technically proficient and without the pop-up comments	2.0
68094	3456	Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .	4.0
68095	3456	stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .	2.0
68096	3456	stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music	4.0
68097	3456	stays close to the ground in a spare and simple manner and	3.0
68098	3456	stays close to the ground in a spare and simple manner	3.0
68115	3457	I found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .	1.0
68116	3457	found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .	0.0
68117	3457	found myself growing more and more frustrated and detached as Vincent became more and more abhorrent	1.0
68119	3457	growing more and more frustrated and detached as Vincent became more and more abhorrent	2.0
68120	3457	more and more frustrated and detached as Vincent became more and more abhorrent	1.0
68131	3458	A rehash of every gangster movie from the past decade .	1.0
68150	3460	Just because A Walk to Remember is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls .	1.0
68156	3460	is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls .	1.0
68157	3460	is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls	1.0
68158	3460	shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls	1.0
68160	3460	to activate girlish tear ducts does n't mean it 's good enough for our girls	1.0
68161	3460	activate girlish tear ducts does n't mean it 's good enough for our girls	2.0
68163	3460	girlish tear ducts does n't mean it 's good enough for our girls	1.0
68165	3460	tear ducts does n't mean it 's good enough for our girls	1.0
68167	3460	ducts does n't mean it 's good enough for our girls	1.0
68176	3461	The fact that it is n't very good is almost beside the point .	1.0
68186	3462	He has improved upon the first and taken it a step further , richer and deeper .	3.0
68187	3462	has improved upon the first and taken it a step further , richer and deeper .	4.0
68188	3462	has improved upon the first and taken it a step further , richer and deeper	3.0
68189	3462	improved upon the first and taken it a step further , richer and deeper	3.0
68200	3463	While this gentle and affecting melodrama will have luvvies in raptures , it 's far too slight and introspective to appeal to anything wider than a niche audience .	2.0
68201	3463	While this gentle and affecting melodrama will have luvvies in raptures	3.0
68212	3463	, it 's far too slight and introspective to appeal to anything wider than a niche audience .	1.0
68213	3463	it 's far too slight and introspective to appeal to anything wider than a niche audience .	1.0
68214	3463	's far too slight and introspective to appeal to anything wider than a niche audience .	1.0
68215	3463	's far too slight and introspective to appeal to anything wider than a niche audience	1.0
68216	3463	far too slight and introspective to appeal to anything wider than a niche audience	2.0
68217	3463	too slight and introspective to appeal to anything wider than a niche audience	1.0
68218	3463	slight and introspective to appeal to anything wider than a niche audience	1.0
68229	3464	Where Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony , Jackass lacks aspirations of social upheaval .	1.0
68230	3464	Where Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony	1.0
68231	3464	Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony	1.0
68233	3464	stages his gags as assaults on America 's knee-jerk moral sanctimony	1.0
68255	3465	A crude teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss .	2.0
68257	3465	teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss .	1.0
68258	3465	teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss	2.0
68264	3465	that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss	1.0
68265	3465	the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss	3.0
68269	3465	explored with infinitely more grace and eloquence in his Prelude to a Kiss	3.0
68283	3466	In Death to Smoochy , we do n't get Williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing .	3.0
68286	3466	, we do n't get Williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing .	3.0
68287	3466	we do n't get Williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing .	1.0
68288	3466	we do n't get Williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing	2.0
68289	3466	we do n't get Williams ' usual tear and a smile , just sneers and bile , and	1.0
68290	3466	we do n't get Williams ' usual tear and a smile , just sneers and bile ,	0.0
68291	3466	we do n't get Williams ' usual tear and a smile , just sneers and bile	2.0
68292	3466	do n't get Williams ' usual tear and a smile , just sneers and bile	1.0
68293	3466	get Williams ' usual tear and a smile , just sneers and bile	2.0
68294	3466	Williams ' usual tear and a smile , just sneers and bile	1.0
68310	3467	Like being trapped inside a huge video game , where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .	2.0
68318	3467	, where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .	1.0
68319	3467	where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again .	2.0
68320	3467	where exciting , inane images keep popping past your head and the same illogical things keep happening over and over again	2.0
68321	3467	where exciting , inane images keep popping past your head and	2.0
68341	3468	A journey that is as difficult for the audience to take as it is for the protagonist -- yet it 's potentially just as rewarding .	3.0
68342	3468	A journey that is as difficult for the audience to take as it is for the protagonist -- yet it 's potentially just as rewarding	3.0
68343	3468	A journey that is as difficult for the audience to take as it is for the protagonist --	2.0
68344	3468	A journey that is as difficult for the audience to take as it is for the protagonist	1.0
68345	3468	A journey that is as difficult for the audience to take as it	1.0
68346	3468	that is as difficult for the audience to take as it	1.0
68360	3469	A mature , deeply felt fantasy of a director 's travel through 300 years of Russian history .	3.0
68362	3469	, deeply felt fantasy of a director 's travel through 300 years of Russian history .	2.0
68363	3469	deeply felt fantasy of a director 's travel through 300 years of Russian history .	3.0
68364	3469	felt fantasy of a director 's travel through 300 years of Russian history .	2.0
68365	3469	felt fantasy of a director 's travel through 300 years of Russian history	2.0
68375	3470	The genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates .	4.0
68378	3470	speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates .	3.0
68379	3470	speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates	3.0
68394	3471	Even these tales of just seven children seem at times too many , although in reality they are not enough .	2.0
68402	3471	seem at times too many , although in reality they are not enough .	2.0
68403	3471	seem at times too many , although in reality they are not enough	1.0
68413	3472	Adroit but finally a trifle flat , Mad Love does n't galvanize its outrage the way , say , Jane Campion might have done , but at least it possesses some .	1.0
68414	3472	Adroit but finally a trifle flat , Mad Love does n't galvanize its outrage the way , say , Jane Campion might have done , but at least it possesses some	2.0
68415	3472	Adroit but finally a trifle flat , Mad Love does n't galvanize its outrage the way , say , Jane Campion might have done , but	2.0
68416	3472	Adroit but finally a trifle flat , Mad Love does n't galvanize its outrage the way , say , Jane Campion might have done ,	2.0
68417	3472	Adroit but finally a trifle flat , Mad Love does n't galvanize its outrage the way , say	1.0
68423	3472	, Mad Love does n't galvanize its outrage the way , say	2.0
68424	3472	, Mad Love does n't galvanize its outrage the way ,	2.0
68442	3473	-LRB- The digital effects -RRB- reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .	2.0
68443	3473	The digital effects -RRB- reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .	2.0
68446	3473	-RRB- reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .	2.0
68447	3473	reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together .	2.0
68448	3473	reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together	2.0
68449	3473	me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together	2.0
68450	3473	me of Terry Gilliam 's rudimentary old Monty Python cartoons ,	2.0
68460	3473	in which he would cut out figures from drawings and photographs and paste them together	3.0
68461	3473	he would cut out figures from drawings and photographs and paste them together	2.0
68462	3473	would cut out figures from drawings and photographs and paste them together	2.0
68463	3473	cut out figures from drawings and photographs and paste them together	2.0
68475	3474	A thought-provoking look at how Western foreign policy - however well intentioned - can wreak havoc in other cultures .	2.0
68477	3474	look at how Western foreign policy - however well intentioned - can wreak havoc in other cultures .	2.0
68478	3474	look at how Western foreign policy - however well intentioned - can wreak havoc in other cultures	1.0
68479	3474	at how Western foreign policy - however well intentioned - can wreak havoc in other cultures	2.0
68480	3474	how Western foreign policy - however well intentioned - can wreak havoc in other cultures	2.0
68481	3474	Western foreign policy - however well intentioned - can wreak havoc in other cultures	1.0
68496	3475	Sensual , funny and , in the end , very touching .	4.0
68497	3475	Sensual , funny and , in the end , very touching	4.0
68504	3476	Overall , it 's a very entertaining , thought-provoking film with a simple message : God is love .	4.0
68505	3476	Overall , it 's a very entertaining , thought-provoking film with a simple message : God is love	4.0
68506	3476	Overall , it 's a very entertaining , thought-provoking film with a simple message :	4.0
68507	3476	Overall , it 's a very entertaining , thought-provoking film with a simple message	4.0
68508	3476	, it 's a very entertaining , thought-provoking film with a simple message	4.0
68509	3476	it 's a very entertaining , thought-provoking film with a simple message	4.0
68510	3476	's a very entertaining , thought-provoking film with a simple message	3.0
68527	3478	Rarely does a film so graceless and devoid of merit as this one come along .	0.0
68528	3478	does a film so graceless and devoid of merit as this one come along .	0.0
68529	3478	does a film so graceless and devoid of merit as this one come along	0.0
68530	3478	a film so graceless and devoid of merit as this one come along	0.0
68541	3479	Gangster No. 1 is solid , satisfying fare for adults .	4.0
68550	3480	As each of them searches for their place in the world , Miller digs into their very minds to find an unblinking , flawed humanity .	3.0
68551	3480	As each of them searches for their place in the world	2.0
68558	3480	, Miller digs into their very minds to find an unblinking , flawed humanity .	3.0
68559	3480	Miller digs into their very minds to find an unblinking , flawed humanity .	3.0
68560	3480	digs into their very minds to find an unblinking , flawed humanity .	3.0
68561	3480	digs into their very minds to find an unblinking , flawed humanity	2.0
68572	3481	Lovely and Amazing is Holofcener 's deep , uncompromising curtsy to women she knows , and very likely is .	3.0
68574	3481	is Holofcener 's deep , uncompromising curtsy to women she knows , and very likely is .	3.0
68575	3481	is Holofcener 's deep , uncompromising curtsy to women she knows , and very likely is	3.0
68576	3481	Holofcener 's deep , uncompromising curtsy to women she knows , and very likely is	2.0
68589	3482	Insomnia is one of the year 's best films and Pacino gives one of his most daring , and complicated , performances .	4.0
68590	3482	Insomnia is one of the year 's best films and Pacino gives one of his most daring , and complicated , performances	4.0
68597	3482	Pacino gives one of his most daring , and complicated , performances	3.0
68598	3482	gives one of his most daring , and complicated , performances	4.0
68608	3483	A metaphor for a modern-day urban China searching for its identity .	3.0
68609	3483	A metaphor for a modern-day urban China searching for its identity	2.0
68620	3484	Enigma is well-made , but it 's just too dry and too placid .	1.0
68621	3484	Enigma is well-made , but it 's just too dry and too placid	2.0
68649	3488	Do you say `` hi '' to your lover when you wake up in the morning ?	2.0
68650	3488	Do you say `` hi '' to your lover when you wake up in the morning	2.0
68651	3488	say `` hi '' to your lover when you wake up in the morning	2.0
68663	3489	Despite an impressive roster of stars and direction from Kathryn Bigelow , The Weight of Water is oppressively heavy .	1.0
68664	3489	Despite an impressive roster of stars and direction from Kathryn Bigelow	3.0
68681	3490	For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .	1.0
68690	3490	, Sweet Home Alabama is n't as funny as you 'd hoped .	1.0
68691	3490	Sweet Home Alabama is n't as funny as you 'd hoped .	1.0
68697	3491	Behan 's memoir is great material for a film -- rowdy , brawny and lyrical in the best Irish sense -- but Sheridan has settled for a lugubrious romance .	1.0
68698	3491	Behan 's memoir is great material for a film -- rowdy , brawny and lyrical in the best Irish sense -- but Sheridan has settled for a lugubrious romance	2.0
68699	3491	Behan 's memoir is great material for a film -- rowdy , brawny and lyrical in the best Irish sense -- but	2.0
68700	3491	Behan 's memoir is great material for a film -- rowdy , brawny and lyrical in the best Irish sense --	3.0
68701	3491	Behan 's memoir is great material for a film -- rowdy , brawny and lyrical in the best Irish sense	4.0
68705	3491	is great material for a film -- rowdy , brawny and lyrical in the best Irish sense	4.0
68706	3491	great material for a film -- rowdy , brawny and lyrical in the best Irish sense	4.0
68708	3491	for a film -- rowdy , brawny and lyrical in the best Irish sense	3.0
68709	3491	a film -- rowdy , brawny and lyrical in the best Irish sense	3.0
68729	3492	It would work much better as a one-hour TV documentary .	2.0
68739	3493	It 's usually a bad sign when directors abandon their scripts and go where the moment takes them , but Olympia , Wash. , based filmmakers Anne de Marcken and Marilyn Freeman did just that and it 's what makes their project so interesting .	3.0
68740	3493	It 's usually a bad sign when directors abandon their scripts and go where the moment takes them , but Olympia , Wash. , based filmmakers Anne de Marcken and Marilyn Freeman did just that and it 's what makes their project so interesting	3.0
68741	3493	It 's usually a bad sign when directors abandon their scripts and go where the moment takes them , but	2.0
68742	3493	It 's usually a bad sign when directors abandon their scripts and go where the moment takes them ,	0.0
68743	3493	It 's usually a bad sign when directors abandon their scripts and go where the moment takes them	1.0
68744	3493	's usually a bad sign when directors abandon their scripts and go where the moment takes them	1.0
68746	3493	a bad sign when directors abandon their scripts and go where the moment takes them	0.0
68747	3493	when directors abandon their scripts and go where the moment takes them	2.0
68748	3493	directors abandon their scripts and go where the moment takes them	3.0
68757	3493	Olympia , Wash. , based filmmakers Anne de Marcken and Marilyn Freeman did just that and it 's what makes their project so interesting	3.0
68763	3493	based filmmakers Anne de Marcken and Marilyn Freeman did just that and it 's what makes their project so interesting	4.0
68764	3493	filmmakers Anne de Marcken and Marilyn Freeman did just that and it 's what makes their project so interesting	3.0
68774	3493	did just that and it 's what makes their project so interesting	3.0
68775	3493	just that and it 's what makes their project so interesting	3.0
68785	3494	Although God Is Great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film .	1.0
68786	3494	Although God Is Great addresses interesting matters of identity and heritage	3.0
68796	3494	, it 's hard to shake the feeling that it was intended to be a different kind of film .	1.0
68797	3494	it 's hard to shake the feeling that it was intended to be a different kind of film .	1.0
68798	3494	's hard to shake the feeling that it was intended to be a different kind of film .	1.0
68799	3494	's hard to shake the feeling that it was intended to be a different kind of film	1.0
68800	3494	hard to shake the feeling that it was intended to be a different kind of film	1.0
68801	3494	to shake the feeling that it was intended to be a different kind of film	2.0
68802	3494	shake the feeling that it was intended to be a different kind of film	1.0
68804	3494	that it was intended to be a different kind of film	3.0
68813	3495	Close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air .	3.0
68814	3495	Close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air	3.0
68829	3496	Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .	4.0
68832	3496	how a skillful filmmaker can impart a message without bludgeoning the audience over the head .	3.0
68833	3496	how a skillful filmmaker can impart a message without bludgeoning the audience over the head	3.0
68834	3496	a skillful filmmaker can impart a message without bludgeoning the audience over the head	4.0
68837	3496	can impart a message without bludgeoning the audience over the head	3.0
68846	3497	It will guarantee to have you leaving the theater with a smile on your face .	4.0
68847	3497	will guarantee to have you leaving the theater with a smile on your face .	4.0
68848	3497	will guarantee to have you leaving the theater with a smile on your face	3.0
68849	3497	guarantee to have you leaving the theater with a smile on your face	3.0
68851	3497	to have you leaving the theater with a smile on your face	4.0
68852	3497	have you leaving the theater with a smile on your face	3.0
68864	3499	If Damon and Affleck attempt another Project Greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .	1.0
68865	3499	If Damon and Affleck attempt another Project Greenlight , next time out	2.0
68866	3499	Damon and Affleck attempt another Project Greenlight , next time out	2.0
68877	3499	they might try paying less attention to the miniseries and more attention to the film it is about .	1.0
68878	3499	might try paying less attention to the miniseries and more attention to the film it is about .	1.0
68879	3499	might try paying less attention to the miniseries and more attention to the film it is about	1.0
68880	3499	try paying less attention to the miniseries and more attention to the film it is about	1.0
68881	3499	paying less attention to the miniseries and more attention to the film it is about	2.0
68894	3500	It 's a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all .	3.0
68895	3500	's a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all .	3.0
68896	3500	's a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all	3.0
68905	3500	that by movie 's end , we accept the characters and the film , flaws and all	3.0
68906	3500	by movie 's end , we accept the characters and the film , flaws and all	3.0
68909	3500	, we accept the characters and the film , flaws and all	2.0
68910	3500	we accept the characters and the film , flaws and all	2.0
68917	3501	In the end , The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '	1.0
68918	3501	, The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '	1.0
68919	3501	The Weight of Water comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '	1.0
68920	3501	comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries . '	1.0
68921	3501	comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries .	1.0
68922	3501	comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries	0.0
68923	3501	to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries	1.0
68924	3501	resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries	2.0
68926	3501	the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries	1.0
68931	3501	you 'd expect to see on Showtime 's ` Red Shoe Diaries	2.0
68932	3501	'd expect to see on Showtime 's ` Red Shoe Diaries	3.0
68943	3502	Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .	4.0
68944	3502	Those who are n't put off by the film 's austerity	2.0
68959	3503	Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .	3.0
68960	3503	Despite Besson 's high-profile name being Wasabi 's big selling point	2.0
68973	3503	, there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .	4.0
68974	3503	there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .	4.0
68975	3503	is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .	3.0
68976	3503	is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone	4.0
68977	3503	no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone	4.0
68978	3503	doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone	2.0
68979	3503	that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone	4.0
68980	3503	Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone	4.0
68982	3503	deserves a huge amount of the credit for the film 's thoroughly winning tone	4.0
68983	3503	a huge amount of the credit for the film 's thoroughly winning tone	3.0
68999	3505	What a pity ... that the material is so second-rate .	1.0
69009	3506	Such a premise is ripe for all manner of lunacy , but Kaufman and Gondry rarely seem sure of where it should go .	1.0
69010	3506	Such a premise is ripe for all manner of lunacy , but Kaufman and Gondry rarely seem sure of where it should go	1.0
69011	3506	Such a premise is ripe for all manner of lunacy , but	2.0
69012	3506	Such a premise is ripe for all manner of lunacy ,	2.0
69022	3506	Kaufman and Gondry rarely seem sure of where it should go	1.0
69031	3507	Not since Ghostbusters has a film used Manhattan 's architecture in such a gloriously goofy way .	4.0
69035	3507	has a film used Manhattan 's architecture in such a gloriously goofy way .	3.0
69036	3507	has a film used Manhattan 's architecture in such a gloriously goofy way	2.0
69047	3508	It 's ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts .	3.0
69048	3508	's ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts .	3.0
69049	3508	's ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts	3.0
69050	3508	's ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles	3.0
69052	3508	worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles	3.0
69053	3508	the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles	3.0
69054	3508	extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles	3.0
69055	3508	effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles	3.0
69056	3508	to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles	2.0
69057	3508	see an artist , still committed to growth in his ninth decade , change while remaining true to his principles	3.0
69058	3508	see an artist , still committed to growth in his ninth decade ,	2.0
69059	3508	see an artist , still committed to growth in his ninth decade	4.0
69079	3508	with a film whose very subject is , quite pointedly , about the peril of such efforts	2.0
69080	3508	a film whose very subject is , quite pointedly , about the peril of such efforts	2.0
69081	3508	whose very subject is , quite pointedly , about the peril of such efforts	2.0
69082	3508	very subject is , quite pointedly , about the peril of such efforts	2.0
69084	3508	is , quite pointedly , about the peril of such efforts	2.0
69095	3509	Pair that with really poor comedic writing ... and you 've got a huge mess .	0.0
69096	3509	Pair that with really poor comedic writing ... and you 've got a huge mess	0.0
69116	3512	As immaculate as Stuart Little 2 is , it could be a lot better if it were , well , more adventurous .	3.0
69122	3512	, it could be a lot better if it were , well , more adventurous .	1.0
69123	3512	it could be a lot better if it were , well , more adventurous .	1.0
69124	3512	could be a lot better if it were , well , more adventurous .	2.0
69125	3512	could be a lot better if it were , well , more adventurous	2.0
69126	3512	be a lot better if it were , well , more adventurous	2.0
69127	3512	a lot better if it were , well , more adventurous	1.0
69136	3513	She may not be real , but the laughs are .	4.0
69144	3514	Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .	1.0
69145	3514	Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest	0.0
69155	3514	a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest	0.0
69160	3514	of special effects that run the gamut from cheesy to cheesier to cheesiest	0.0
69161	3514	special effects that run the gamut from cheesy to cheesier to cheesiest	1.0
69174	3515	The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .	0.0
69185	3515	is confused in Death to Smoochy into something both ugly and mindless .	1.0
69186	3515	is confused in Death to Smoochy into something both ugly and mindless	0.0
69187	3515	confused in Death to Smoochy into something both ugly and mindless	2.0
69196	3516	The leads we are given here are simply too bland to be interesting .	1.0
69207	3517	As giddy and whimsical and relevant today as it was 270 years ago .	4.0
69221	3518	The skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .	1.0
69226	3518	waged among victims and predators settle into an undistinguished rhythm of artificial suspense .	1.0
69227	3518	waged among victims and predators settle into an undistinguished rhythm of artificial suspense	1.0
69242	3519	It 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .	1.0
69243	3519	's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .	1.0
69244	3519	's hard to believe these jokers are supposed to have pulled off four similar kidnappings before	1.0
69245	3519	hard to believe these jokers are supposed to have pulled off four similar kidnappings before	1.0
69246	3519	to believe these jokers are supposed to have pulled off four similar kidnappings before	1.0
69247	3519	believe these jokers are supposed to have pulled off four similar kidnappings before	1.0
69248	3519	these jokers are supposed to have pulled off four similar kidnappings before	1.0
69261	3520	There 's a sheer unbridled delight in the way the story unfurls ...	3.0
69283	3523	Sandra Bullock , despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .	1.0
69284	3523	, despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .	1.0
69285	3523	despite downplaying her good looks , carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .	3.0
69291	3523	, carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .	0.0
69292	3523	carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .	1.0
69293	3523	carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff	1.0
69294	3523	a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff	1.0
69295	3523	too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff	1.0
69296	3523	ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff	1.0
69297	3523	- she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff	1.0
69298	3523	- she-cute baggage into her lead role as a troubled and determined homicide cop	2.0
69302	3523	into her lead role as a troubled and determined homicide cop	2.0
69328	3525	In the name of an allegedly inspiring and easily marketable flick , The Emperor 's Club turns a blind eye to the very history it pretends to teach .	1.0
69329	3525	In the name of an allegedly inspiring and easily marketable flick	3.0
69339	3525	, The Emperor 's Club turns a blind eye to the very history it pretends to teach .	1.0
69340	3525	The Emperor 's Club turns a blind eye to the very history it pretends to teach .	1.0
69341	3525	turns a blind eye to the very history it pretends to teach .	1.0
69342	3525	turns a blind eye to the very history it pretends to teach	1.0
69353	3526	The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .	4.0
69354	3526	The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life	3.0
69360	3526	Salma Hayek has a feel for the character at all stages of her life	3.0
69362	3526	has a feel for the character at all stages of her life	4.0
69363	3526	a feel for the character at all stages of her life	2.0
69371	3527	... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .	4.0
69372	3527	an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .	4.0
69373	3527	an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller	3.0
69380	3527	that works as a treatise on spirituality as well as a solid sci-fi thriller	3.0
69381	3527	works as a treatise on spirituality as well as a solid sci-fi thriller	3.0
69382	3527	as a treatise on spirituality as well as a solid sci-fi thriller	4.0
69383	3527	a treatise on spirituality as well as a solid sci-fi thriller	3.0
69392	3528	Caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose .	3.0
69393	3528	makes us watch as his character awakens to the notion that to be human is eventually to have to choose .	2.0
69394	3528	makes us watch as his character awakens to the notion that to be human is eventually to have to choose	3.0
69395	3528	us watch as his character awakens to the notion that to be human is eventually to have to choose	3.0
69396	3528	watch as his character awakens to the notion that to be human is eventually to have to choose	2.0
69397	3528	as his character awakens to the notion that to be human is eventually to have to choose	2.0
69398	3528	his character awakens to the notion that to be human is eventually to have to choose	2.0
69413	3529	This in-depth study of important developments of the computer industry should make it required viewing in university computer science departments for years to come .	3.0
69424	3529	should make it required viewing in university computer science departments for years to come .	3.0
69425	3529	should make it required viewing in university computer science departments for years to come	4.0
69426	3529	make it required viewing in university computer science departments for years to come	3.0
69427	3529	it required viewing in university computer science departments for years to come	3.0
69428	3529	required viewing in university computer science departments for years to come	3.0
69440	3530	The film is about the relationships rather than about the outcome .	2.0
69447	3531	Adam Sandler 's 8 Crazy Nights is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie .	1.0
69450	3531	is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie .	0.0
